manufacturer,url,review,review_struct,valid_struct
tesla,https://www.trustpilot.com/review/tesla.com?page=21,"Safe, reliable, beautiful carsTesla is an incredibly innovative company, with the very noble mission to accelerate the world's transition to sustainable energy. I've been extremely impressed with their communication and customer support while they've ramped up manufacturing of the Model 3 car. They are world leaders in electric transport, far ahead of all the other motor companies. Tesla genuinely cares about making cars which are stunningly designed, safer than any other vehicle and yet does not burn fossil fuels. It is a shame that other motor manufacturers are not making the same efforts to shift us off fossil fuel (petrol/diesel) and onto cleaner and better fuels (electricity/hydrogen).Date of experience: August 15, 2018","{'date_of_review': '2018-08-15', 'vehicle_model': 'Model 3', 'customer_rating': 5, 'review_summary': ""Tesla is an incredibly innovative company, with the very noble mission to accelerate the world's transition to sustainable energy."", 'technical_pros': ['stunningly designed', 'safer than any other vehicle'], 'other_pros': ['extremely impressed with their communication and customer support'], 'technical_issues': [], 'other_issues': [], 'service_experience': 'exceptional', 'overall_experience': 'exceptional'}",True
tesla,https://www.consumeraffairs.com/automotive/tesla_motors.html?page=3#scroll_to_reviews=true,"Reviewed Jan. 20, 2023
For the cost of the Tesla X, I expected better. The glass roof does not have visor to protect against the glaring sun. The Tesla app offers a tacky ineffective sun shield for $80 which you can get on Amazon for $40. The sun visor is tiny & useless. The hack steering wheel is clumsy to use. The turn signals are buttons that you press many time and don’t work consistently. The driver seat cannot be adjusted up & down, which is a feature on most standard SUVs. The drive and shift is bumpy. The electronic controls are erratic and don’t work consistently, for example, the close and open door features don’t work consistently. The side mirror is tinted and this difficult to use at night. There are now reports that the auto drive may be dangerous thus I am not inclined to use it. In the building that I live in it costs $18 to charge the Tesla X after every use and the same trip costs about $12 buying gas from Costco on my hybrid Prius.","{'date_of_review': '2023-01-20', 'vehicle_model': 'Tesla X', 'customer_rating': 1, 'review_summary': 'For the cost of the Tesla X, I expected better.', 'technical_pros': [], 'other_pros': [], 'technical_issues': ['The glass roof does not have visor to protect against the glaring sun.', 'The hack steering wheel is clumsy to use.', 'The turn signals are buttons that you press many time and don’t work consistently.', 'The driver seat cannot be adjusted up & down, which is a feature on most standard SUVs.', 'The drive and shift is bumpy.', 'The electronic controls are erratic and don’t work consistently, for example, the close and open door features don’t work consistently.', 'The side mirror is tinted and this difficult to use at night.'], 'other_issues': ['There are now reports that the auto drive may be dangerous thus I am not inclined to use it.', 'In the building that I live in it costs $18 to charge the Tesla X after every use and the same trip costs about $12 buying gas from Costco on my hybrid Prius.'], 'service_experience': 'poor', 'overall_experience': 'terrible'}",True
tesla,https://www.consumeraffairs.com/automotive/tesla_motors.html?page=3#scroll_to_reviews=true,"Reviewed March 11, 2024
I have a Tesla solar system which as long as you never have a problem is fine. But, if there is a problem you will experience the worst customer service. They want you to use the app for everything. It doesn’t work most times and you have to call and end up on hold (for me) at least 45 minutes before you get a person who ironically tells you to use the app that didn’t work. I even kept two representatives on the phone to walk thru it with me just for them to experience the app not working. Their response: ""Oh that happens.""
                                        More","{'date_of_review': '2024-03-11', 'vehicle_model': 'Tesla solar system', 'customer_rating': 1, 'review_summary': 'I have a Tesla solar system which as long as you never have a problem is fine. But, if there is a problem you will experience the worst customer service.', 'technical_pros': [], 'other_pros': [], 'technical_issues': [""App doesn't work most times"", 'Long hold times'], 'other_issues': ['Difficulty in getting help through app'], 'service_experience': 'terrible', 'overall_experience': 'terrible'}",True
tesla,https://www.consumeraffairs.com/automotive/tesla_motors.html?page=4#scroll_to_reviews=true,"Reviewed Dec. 24, 2020
If there were negative rating I would have given that. They are unable to be reached. Poor customer service. This is a prime example of how they make everything more difficult so they don’t get a bad review. It is not allowing for me to post unless is a long review. Hoping that you give up at some point.","{'date_of_review': '2020-12-24', 'vehicle_model': '', 'customer_rating': 5, 'review_summary': 'This is a prime example of how they make everything more difficult so they don’t get a bad review. It is not allowing for me to post unless is a long review. Hoping that you give up at some point.', 'technical_pros': [], 'other_pros': [], 'technical_issues': ['They are unable to be reached.'], 'other_issues': ['Poor customer service'], 'service_experience': 'terrible', 'overall_experience': 'terrible'}",True
tesla,kaggle dataset,"Reviewed: 0       on 08/30/18 15:36 PM (PDT)
1       on 07/04/18 17:15 PM (PDT)
2       on 06/21/18 05:22 AM (PDT)
3       on 04/07/18 15:01 PM (PDT)
4       on 12/30/17 21:45 PM (PST)
                  ...             
135     on 06/30/13 17:27 PM (PDT)
136     on 06/13/13 20:30 PM (PDT)
137     on 05/20/13 17:43 PM (PDT)
138     on 04/14/13 15:47 PM (PDT)
139     on 03/09/13 15:39 PM (PST)
Name: Review_Date, Length: 140, dtype: object
rating: 0      5.000
1      4.000
2      5.000
3      4.000
4      5.000
       ...  
135    3.375
136    5.000
137    4.625
138    5.000
139    5.000
Name: Rating, Length: 140, dtype: float64
vehicle title: 0      2018 Tesla Model X SUV 75D 4dr SUV AWD (electr...
1      2018 Tesla Model X SUV 100D 4dr SUV AWD (elect...
2      2017 Tesla Model X SUV 100D 4dr SUV AWD (elect...
3      2017 Tesla Model X SUV 100D 4dr SUV AWD (elect...
4      2017 Tesla Model X SUV P100D 4dr SUV AWD (elec...
                             ...                        
135    2013 Tesla Model S Sedan Performance 4dr Sedan...
136     2013 Tesla Model S Sedan 4dr Sedan (electric DD)
137    2013 Tesla Model S Sedan Performance 4dr Sedan...
138    2013 Tesla Model S Sedan Performance 4dr Sedan...
139    2013 Tesla Model S Sedan Performance 4dr Sedan...
Name: Vehicle_Title, Length: 140, dtype: object
0      2018 Tesla Model X SUV 75D 4dr SUV AWD (electr...
1      2018 Tesla Model X SUV 100D 4dr SUV AWD (elect...
2      2017 Tesla Model X SUV 100D 4dr SUV AWD (elect...
3      2017 Tesla Model X SUV 100D 4dr SUV AWD (elect...
4      2017 Tesla Model X SUV P100D 4dr SUV AWD (elec...
                             ...                        
135    2013 Tesla Model S Sedan Performance 4dr Sedan...
136     2013 Tesla Model S Sedan 4dr Sedan (electric DD)
137    2013 Tesla Model S Sedan Performance 4dr Sedan...
138    2013 Tesla Model S Sedan Performance 4dr Sedan...
139    2013 Tesla Model S Sedan Performance 4dr Sedan...
Name: Vehicle_Title, Length: 140, dtype: object
0       Model X is unique. Either you like be it or h...
1       A lot of the existing reviews online, includi...
2       Like most consumers, I've owned five differen...
3       Owned car for three more months and it had to...
4       In the past 12 years I have owned 18 differen...
                             ...                        
135     my husband accidentally spilled the cooler in...
136     This is an initial quality review as we have ...
137     I have approximately 7000 miles on this signa...
138     I have owned my Model S Performance (P85) for...
139     For over 100 years, cars have improved increm...
Name: Review, Length: 140, dtype: object","Invalid json output: {
    ""name"": ""ReviewStruct"",
    ""arguments"": {
        ""date"": [""08/30/18"", ""07/04/18"", ""06/21/18"", ""04/07/18"", ""12/30/17"", ...],
        ""vehicleModel"": [""2018 Tesla Model X SUV 75D 4dr SUV AWD (electric)"", ""2018 Tesla Model X SUV 100D 4dr SUV AWD (electric)"", ...],
        ""customerRating"": [5.0, 4.0, 5.0, 4.0, 5.0, ...],
        ""reviewSummary"": [""Model X is unique."", ""A lot of the existing reviews online, including..."", ...],
        ""technicalPros"": [], 
        ""otherPros"": [], 
        ""technicalIssues"": [], 
        ""otherIssues"": [], 
        ""serviceExperience"": null,
        ""overallExperience"": null
    }
}",False
tesla,https://www.trustpilot.com/review/tesla.com?page=4,"The Order and Delivery was a mess but car exceeded expectationsPurchased a used inventory Tesla Model 3 in March 23 via the website. It was almost impossible to order due to IT errors, then spent 3 hrs at the showroom trying to order it, eventually I got the order placed. The showroom said I had to pick the car up within 2 weeks so sold my current car, a couple of weeks passed an I was then given a pickup date and told to transfer the money within 72hrs which I did. As soon as the transfer was done the pickup was cancelled, I called the customer services many times it was a complete mess and they couldn't tell me when the car would be ready, many hours on the phone and weeks later I picked it up. The good news was that the car was in excellent condition and exceeded my expectations but the process of purchasing was a complete mess.Date of experience: April 28, 2023","{'date_of_review': '2023-04-28', 'vehicle_model': 'Tesla Model 3', 'customer_rating': 5, 'review_summary': 'The Order and Delivery was a mess but car exceeded expectations. Purchased a used inventory Tesla Model 3 in March 23 via the website.', 'technical_pros': ['exceeded my expectations'], 'other_pros': [], 'technical_issues': ['IT errors', 'pickup date cancellation'], 'other_issues': ['Order and Delivery was a mess'], 'service_experience': 'poor', 'overall_experience': 'exceptional'}",True
tesla,https://www.trustpilot.com/review/tesla.com?page=11,"Be careful if you want to lease a…Be careful if you want to lease a Tesla. usually lease means that you can exchange car for a new model, and of course you can buy the car back at the end of the lease. These terms are used by every car dealer I talked to. Therefore, when I saw different leasing options on Tesla, I selected a model and made a deposit. However, after payment, I received an email from Tesla with a request to proceed with the order. And here it turned out that Tesla's lease is completely different. After the end of the lease period you have to return the car. Exchange for a newer model is not an option at all. You will not find any mentioning of that anywhere on Tesla site while you are making an order. That will be a surprise after you make a deposit. The $250 deposit is non-refundable, so you won't get it back. I didn't receive mine. Fraud? I think it is. Does Tesla care? Seems like they don’tDate of experience: June 03, 2022","{'date_of_review': '2022-06-03', 'vehicle_model': 'Tesla', 'customer_rating': 1, 'review_summary': 'Be careful if you want to lease a Tesla. usually lease means that you can exchange car for a new model, and of course you can buy the car back at the end of the lease.', 'technical_pros': [], 'other_pros': ['You will not find any mentioning of that anywhere on Tesla site while you are making an order.'], 'technical_issues': [""The $250 deposit is non-refundable, so you won't get it back""], 'other_issues': [""I didn't receive mine. Fraud? I think it is. Does Tesla care?""], 'service_experience': 'terrible', 'overall_experience': 'terrible'}",True
tesla,https://www.trustpilot.com/review/tesla.com?page=9,"Great carGreat car, got the 3.Only issue is battery not the best, struggles in British winter a littleDate of experience: March 28, 2024","{'date_of_review': '2024-03-28', 'vehicle_model': '3.', 'customer_rating': 4, 'review_summary': 'Great car', 'technical_pros': ['Smooth ride', 'Great fuel efficiency'], 'other_pros': [], 'technical_issues': ['battery not the best, struggles in British winter a little'], 'other_issues': [], 'service_experience': 'average', 'overall_experience': 'good'}",True
tesla,https://www.trustpilot.com/review/tesla.com?page=20,"Would not recommend buying a Tesla…Would not recommend buying a Tesla anymore. Have a Model S 100D (2017) bought Feb 2018 and I started out being an ambassador. I even referred another customer who bought a Model S P100D.What changed?First of all. All priced got reduced by 30% in Denmark. This happened within a year after I bought mine. This means that they completely ruined the resale value of my car and also I just wasted a lot of money.Secondly, they removed personal service. It is now IMPOSSIPLE to call Tesla. You are buying a very high priced car where you are expecting some support and a certain service level. Now you have to use their app to schedule a meeting with them and that is with months in delay (before you could call and within a week they would get to you with a proposed solution).Thirdly, we noticed a change in the level of support. In the beginning, the car would always be washed, recharged and we were met with smiles at the Tesla office. Now.... nothing. It's just a struggle now. The employees know nothing about why these things are happening either :( Finally, because of the referral, I did they promised a ""Signature Black Tesla Wall Connector"" ... It's been a year now. Nothing has happened and I've asked them how long it will take.. the answer? We don't know........ If they would only do something.Date of experience: August 28, 2019","{'date_of_review': '2019-08-28', 'vehicle_model': 'Model S 100D (2017)', 'customer_rating': 1, 'review_summary': 'Would not recommend buying a Tesla…Would not recommend buying a Tesla anymore.', 'technical_pros': [], 'other_pros': [], 'technical_issues': ['ruined the resale value of my car', 'removed personal service'], 'other_issues': ['delay in scheduling meetings with Tesla', 'change in level of support'], 'service_experience': 'poor', 'overall_experience': 'terrible'}",True
tesla,https://www.trustpilot.com/review/tesla.com?page=8,"lied to and terrible customer serviceA pushy sales agent told me I could take delivery of the vehicle without being in the country as long as I had a Co-registrant added to the policy who was. I was then told I also had to provide a US drivers license, then I was told that actually all policy holders had to be there to take delivery of the vehicle, then I was told to just put the vehicle in someone else’s name and transfer it back to me when I arrive via the DMV (after researching this I discovered that this isn’t even possible without significant charges). Customer service were great before I paid the deposit, after I had paid they were difficult to get hold of, if they responded it was with short unhelpful answers and they were generally dismissive. I think I’ve dodged a bullet overall.Date of experience: December 31, 2022","{'date_of_review': '2022-12-31', 'vehicle_model': '', 'customer_rating': 'terrible', 'review_summary': 'lied to and terrible customer service', 'technical_pros': [], 'other_pros': [], 'technical_issues': ['pushy sales agent'], 'other_issues': ['difficult to get hold of', 'short unhelpful answers', 'generally dismissive'], 'service_experience': 'terrible', 'overall_experience': 'terrible'}",True
tesla,https://www.trustpilot.com/review/tesla.com?page=9,"This is not about Tesla cars but…This is not about Tesla cars but customer service.The customer experience at Northampton was very disappointing, I went with 2 other colleagues and the sales people were unprepared, very disorganised with a bit of attitude -""we are getting paid either way"", after registered 3 times, still unable to find details of registration, very useless and disorganised, very disappointing, expect more from Tesla than this, very disgraceful.Date of experience: September 28, 2023","{'date_of_review': '2023-09-28', 'vehicle_model': '', 'customer_rating': 'terrible', 'review_summary': 'The customer experience at Northampton was very disappointing, I went with 2 other colleagues and the sales people were unprepared, very disorganised with a bit of attitude - ""we are getting paid either way"", after registered 3 times, still unable to find details of registration, very useless and disorganised, very disappointing, expect more from Tesla than this, very disgraceful.', 'technical_pros': [], 'other_pros': [], 'technical_issues': ['unprepared sales people', 'disorganised with a bit of attitude'], 'other_issues': ['unable to find details of registration', 'very useless and disorganised'], 'service_experience': 'poor', 'overall_experience': 'terrible'}",True
tesla,https://www.consumeraffairs.com/automotive/tesla_motors.html?page=4#scroll_to_reviews=true,"Reviewed Jan. 21, 2020
I bought a S100D in September 2018. At that time there was customer service and you could speak with a person. The situation has changed, the sales organization will never volunteer these items when you talk with them. When you bring them up they will confirm that the issues exist. 1. There is zero customer service. You can't get to a live person by design. The advice provided by Tesla is, ""Read your manual."" Emails used to be sent to cust svc. Tesla deleted the email account. You need to fill out a form. No record is sent to you, and there is less than a 50% response rate.
                                        More","{'date_of_review': '2020-01-21', 'vehicle_model': 'S100D', 'customer_rating': 2, 'review_summary': 'The customer service has changed and is now very poor.', 'technical_pros': [], 'other_pros': [], 'technical_issues': ['There is zero customer service'], 'other_issues': [""You can't get to a live person by design"", 'No record is sent to you, and there is less than a 50% response rate.'], 'service_experience': 'poor', 'overall_experience': 'poor'}",True
tesla,https://www.trustpilot.com/review/tesla.com?page=5,"Bought a Tesla Powerwall 2 & have zero customer support!I am in the UK and I have Bought a Tesla Powerwall 2 and I have to say I have had nothing but problems. The software appears to have a bug that stops me changing any settings, no matter what I do they revert.Ive been waiting over a week for a response from their email address (which I had to dig for). I currently have a useless battery as the fixed settings mean it wont charge at cheap rate. This really is poor.Date of experience: February 06, 2024","{'date_of_review': '2024-02-06', 'vehicle_model': 'Tesla Powerwall 2', 'customer_rating': 'terrible', 'review_summary': 'I am in the UK and I have Bought a Tesla Powerwall 2 and I have to say I have had nothing but problems.', 'technical_pros': [], 'other_pros': [], 'technical_issues': ['software appears to have a bug that stops me changing any settings'], 'other_issues': ['waiting over a week for a response from their email address', 'currently have a useless battery as the fixed settings mean it wont charge at cheap rate'], 'service_experience': 'poor', 'overall_experience': 'terrible'}",True
tesla,https://www.consumeraffairs.com/automotive/tesla_motors.html?page=3#scroll_to_reviews=true,"Reviewed May 24, 2023
I recently became the proud owner of a Tesla Model 3, and I couldn't be happier! This car is the epitome of futuristic technology, bringing an entirely new driving experience to the table. From the moment I sat in the driver's seat, I knew I was in for something extraordinary. The first thing that struck me was the minimalist yet sleek interior. The large touchscreen display, resembling a tablet, commands attention and seamlessly controls every aspect of the vehicle. With just a few taps, I can adjust the climate settings, access entertainment options, and even navigate with real-time traffic updates. It's like having a personal assistant right at my fingertips.
                                        More","{'date_of_review': '2023-05-24', 'vehicle_model': 'Tesla Model 3', 'customer_rating': 5, 'review_summary': 'This car is the epitome of futuristic technology, bringing an entirely new driving experience to the table.', 'technical_pros': ['minimalist yet sleek interior', 'large touchscreen display'], 'other_pros': ['personal assistant right at my fingertips'], 'technical_issues': [], 'other_issues': [], 'service_experience': 'exceptional', 'overall_experience': 'exceptional'}",True
tesla,https://www.trustpilot.com/review/tesla.com?page=2,"Smooth collection, poor trade-in processOrdering online and collection experience was very quick and smooth, and the Tesla staff were friendly. Making payment was challenging as had to make sure it wasn't fraud, my bank were not able to check against details provided and I had to pay extra bank charge for the amount due as Tesla ask for bank transfer. Trade-in was very poor, was given an estimate but then after paying order fee was told the final quote on trade-in was £1k less. Decided against trading in but it was too late to back-out of buying the Tesla car.Date of experience: July 08, 2023","{'date_of_review': '2023-07-08', 'vehicle_model': '', 'customer_rating': 2, 'review_summary': 'Smooth collection, poor trade-in process', 'technical_pros': [], 'other_pros': ['Smooth ride', 'Great fuel efficiency'], 'technical_issues': ['Making payment was challenging'], 'other_issues': ['Poor trade-in process'], 'service_experience': 'average', 'overall_experience': 'poor'}",True
tesla,kaggle dataset,"Reviewed: 0       on 08/30/18 15:36 PM (PDT)
1       on 07/04/18 17:15 PM (PDT)
2       on 06/21/18 05:22 AM (PDT)
3       on 04/07/18 15:01 PM (PDT)
4       on 12/30/17 21:45 PM (PST)
                  ...             
135     on 06/30/13 17:27 PM (PDT)
136     on 06/13/13 20:30 PM (PDT)
137     on 05/20/13 17:43 PM (PDT)
138     on 04/14/13 15:47 PM (PDT)
139     on 03/09/13 15:39 PM (PST)
Name: Review_Date, Length: 140, dtype: object
rating: 0      5.000
1      4.000
2      5.000
3      4.000
4      5.000
       ...  
135    3.375
136    5.000
137    4.625
138    5.000
139    5.000
Name: Rating, Length: 140, dtype: float64
vehicle title: 0      2018 Tesla Model X SUV 75D 4dr SUV AWD (electr...
1      2018 Tesla Model X SUV 100D 4dr SUV AWD (elect...
2      2017 Tesla Model X SUV 100D 4dr SUV AWD (elect...
3      2017 Tesla Model X SUV 100D 4dr SUV AWD (elect...
4      2017 Tesla Model X SUV P100D 4dr SUV AWD (elec...
                             ...                        
135    2013 Tesla Model S Sedan Performance 4dr Sedan...
136     2013 Tesla Model S Sedan 4dr Sedan (electric DD)
137    2013 Tesla Model S Sedan Performance 4dr Sedan...
138    2013 Tesla Model S Sedan Performance 4dr Sedan...
139    2013 Tesla Model S Sedan Performance 4dr Sedan...
Name: Vehicle_Title, Length: 140, dtype: object
0      2018 Tesla Model X SUV 75D 4dr SUV AWD (electr...
1      2018 Tesla Model X SUV 100D 4dr SUV AWD (elect...
2      2017 Tesla Model X SUV 100D 4dr SUV AWD (elect...
3      2017 Tesla Model X SUV 100D 4dr SUV AWD (elect...
4      2017 Tesla Model X SUV P100D 4dr SUV AWD (elec...
                             ...                        
135    2013 Tesla Model S Sedan Performance 4dr Sedan...
136     2013 Tesla Model S Sedan 4dr Sedan (electric DD)
137    2013 Tesla Model S Sedan Performance 4dr Sedan...
138    2013 Tesla Model S Sedan Performance 4dr Sedan...
139    2013 Tesla Model S Sedan Performance 4dr Sedan...
Name: Vehicle_Title, Length: 140, dtype: object
0       Model X is unique. Either you like be it or h...
1       A lot of the existing reviews online, includi...
2       Like most consumers, I've owned five differen...
3       Owned car for three more months and it had to...
4       In the past 12 years I have owned 18 differen...
                             ...                        
135     my husband accidentally spilled the cooler in...
136     This is an initial quality review as we have ...
137     I have approximately 7000 miles on this signa...
138     I have owned my Model S Performance (P85) for...
139     For over 100 years, cars have improved increm...
Name: Review, Length: 140, dtype: object","Invalid json output: {
    ""name"": ""ReviewStruct"",
    ""arguments"": {
        ""date"": [""08/30/18"", ""07/04/18"", ""06/21/18"", ""04/07/18"", ""12/30/17"", ...],
        ""vehicleModel"": [""2018 Tesla Model X SUV 75D 4dr SUV AWD (electric)"", ""2018 Tesla Model X SUV 100D 4dr SUV AWD (electric)"", ...],
        ""customerRating"": [5.0, 4.0, 5.0, 4.0, 5.0, ...],
        ""reviewSummary"": [""Model X is unique."", ""A lot of the existing reviews online, including..."", ...],
        ""technicalPros"": [], 
        ""otherPros"": [], 
        ""technicalIssues"": [], 
        ""otherIssues"": [], 
        ""serviceExperience"": null,
        ""overallExperience"": null
    }
}",False
tesla,https://www.trustpilot.com/review/tesla.com?page=15,"Manipulating the Crypto MarketElon, you don't know the first thing about Crypto, gtfout the crypto space and stop manipulating your pump and dumps.Date of experience: May 17, 2021","{'date_of_review': '2021-05-17', 'vehicle_model': '', 'customer_rating': 2, 'review_summary': ""Manipulating the Crypto MarketElon, you don't know the first thing about Crypto, gtfout the crypto space and stop manipulating your pump and dumps."", 'technical_pros': [], 'other_pros': [], 'technical_issues': [], 'other_issues': [], 'service_experience': '', 'overall_experience': ''}",True
tesla,https://www.trustpilot.com/review/tesla.com?page=5,"I have a M3LR.  NEVER AGAIN. Tesla cars and Customer Service suckI have a M3LR bought new a year ago. In that time it has completely failed twice. First time a charge fault could not be remotely diagnosed and it was taken away and took over 2 weeks to repair. This month I was overseas and the car was pushed a software update which failed and completely bricked the car. It is towed away and is still being 'serviced'. I put that in quotes because I am unable to get any meaningful information from Tesla about progress. Customer Service is non-existent. Impossible to call service centres directly you have to use a Tesla call centre. They are superficially helpful but ultimately hopeless. I will never buy another Tesla. Once they have your money, you are a hostage. Nothing more.Date of experience: April 08, 2023","{'date_of_review': '2023-04-08', 'vehicle_model': 'M3LR', 'customer_rating': 1, 'review_summary': 'Tesla cars and Customer Service suck', 'technical_pros': [], 'other_pros': [], 'technical_issues': ['charge fault', 'software update failed'], 'other_issues': ['non-existent customer service', 'impossible to get meaningful information'], 'service_experience': 'terrible', 'overall_experience': 'terrible'}",True
tesla,https://www.trustpilot.com/review/tesla.com?page=12,"Have lost all confidence in this car getting me homeModel S owner and have enjoyed the car very much.  I took the car in to have a handle fixed when the car had circa 99,000 miles on the clock, and Tesla decided to do something with the battery, despite the car never haven given me any warning that there was a problem in the previous six years.  Since they did something with the battery I have had constant problems.  They have had the car in for days on end without even suggesting to offer me a replacement car, and then tell me that there is no problem with the car.  There clearly is, as the photos and videos that I send them highlight.It appears to me more than a coincidence that these problems have only arisen since they did something with the battery.  I would like to think it is sheer incompetence on their part.  But whatever it is, Tesla I have now been stranded on the side of the road on four occasions in the last two months, two of which have required road side assistance.  As soon as the 12V battery is jumped, the car starts again.  And no, I have not let the battery run down.I now have literally no confidence that the car will get me home if I take it anywhere.  And surely that is a basic requirement of any car.Date of experience: April 12, 2022","{'date_of_review': '2022-04-12', 'vehicle_model': 'Model S', 'customer_rating': 1, 'review_summary': 'Have lost all confidence in this car getting me home. I took the car in to have a handle fixed when the car had circa 99,000 miles on the clock, and Tesla decided to do something with the battery, despite the car never having given me any warning that there was a problem in the previous six years.', 'technical_pros': [], 'other_pros': [], 'technical_issues': ['Constant problems since they did something with the battery'], 'other_issues': ['Stranded on the side of the road on four occasions', 'Required roadside assistance twice'], 'service_experience': 'poor', 'overall_experience': 'terrible'}",True
tesla,https://www.consumeraffairs.com/automotive/tesla_motors.html?page=3#scroll_to_reviews=true,"Reviewed May 25, 2023
I've had this car for nearly five years and it's a masterpiece of engineering. After over 60K miles there's still not a single time I get in the driver's seat without consciously appreciating this car.","{'date_of_review': '2023-05-25', 'vehicle_model': '', 'customer_rating': 5, 'review_summary': ""I've had this car for nearly five years and it's a masterpiece of engineering. After over 60K miles there's still not a single time I get in the driver's seat without consciously appreciating this car."", 'technical_pros': ['Smooth ride', 'Great fuel efficiency'], 'other_pros': [], 'technical_issues': [], 'other_issues': [], 'service_experience': '', 'overall_experience': ''}",True
tesla,https://www.trustpilot.com/review/tesla.com?page=11,"bought two of them one came about 4…bought two of them one came about 4 weeks the other one just kept on being pushed back for 6 months now saying another 3 to 5 months. Going to buy a car elsewhere. lost my £100 Deposit terrible customer services they just do not care what so ever would not use.Date of experience: June 06, 2022","{'date_of_review': '2022-06-06', 'vehicle_model': '', 'customer_rating': 'terrible', 'review_summary': 'bought two of them one came about 4…bought two of them one came about 4 weeks the other one just kept on being pushed back for 6 months now saying another 3 to 5 months. Going to buy a car elsewhere. lost my £100 Deposit terrible customer services they just do not care what so ever would not use.', 'technical_pros': [], 'other_pros': [], 'technical_issues': ['pushed back for 6 months'], 'other_issues': ['lost £100 Deposit', 'terrible customer services'], 'service_experience': 'terrible', 'overall_experience': 'terrible'}",True
tesla,kaggle dataset,"Reviewed: 0       on 08/30/18 15:36 PM (PDT)
1       on 07/04/18 17:15 PM (PDT)
2       on 06/21/18 05:22 AM (PDT)
3       on 04/07/18 15:01 PM (PDT)
4       on 12/30/17 21:45 PM (PST)
                  ...             
135     on 06/30/13 17:27 PM (PDT)
136     on 06/13/13 20:30 PM (PDT)
137     on 05/20/13 17:43 PM (PDT)
138     on 04/14/13 15:47 PM (PDT)
139     on 03/09/13 15:39 PM (PST)
Name: Review_Date, Length: 140, dtype: object
rating: 0      5.000
1      4.000
2      5.000
3      4.000
4      5.000
       ...  
135    3.375
136    5.000
137    4.625
138    5.000
139    5.000
Name: Rating, Length: 140, dtype: float64
vehicle title: 0      2018 Tesla Model X SUV 75D 4dr SUV AWD (electr...
1      2018 Tesla Model X SUV 100D 4dr SUV AWD (elect...
2      2017 Tesla Model X SUV 100D 4dr SUV AWD (elect...
3      2017 Tesla Model X SUV 100D 4dr SUV AWD (elect...
4      2017 Tesla Model X SUV P100D 4dr SUV AWD (elec...
                             ...                        
135    2013 Tesla Model S Sedan Performance 4dr Sedan...
136     2013 Tesla Model S Sedan 4dr Sedan (electric DD)
137    2013 Tesla Model S Sedan Performance 4dr Sedan...
138    2013 Tesla Model S Sedan Performance 4dr Sedan...
139    2013 Tesla Model S Sedan Performance 4dr Sedan...
Name: Vehicle_Title, Length: 140, dtype: object
0      2018 Tesla Model X SUV 75D 4dr SUV AWD (electr...
1      2018 Tesla Model X SUV 100D 4dr SUV AWD (elect...
2      2017 Tesla Model X SUV 100D 4dr SUV AWD (elect...
3      2017 Tesla Model X SUV 100D 4dr SUV AWD (elect...
4      2017 Tesla Model X SUV P100D 4dr SUV AWD (elec...
                             ...                        
135    2013 Tesla Model S Sedan Performance 4dr Sedan...
136     2013 Tesla Model S Sedan 4dr Sedan (electric DD)
137    2013 Tesla Model S Sedan Performance 4dr Sedan...
138    2013 Tesla Model S Sedan Performance 4dr Sedan...
139    2013 Tesla Model S Sedan Performance 4dr Sedan...
Name: Vehicle_Title, Length: 140, dtype: object
0       Model X is unique. Either you like be it or h...
1       A lot of the existing reviews online, includi...
2       Like most consumers, I've owned five differen...
3       Owned car for three more months and it had to...
4       In the past 12 years I have owned 18 differen...
                             ...                        
135     my husband accidentally spilled the cooler in...
136     This is an initial quality review as we have ...
137     I have approximately 7000 miles on this signa...
138     I have owned my Model S Performance (P85) for...
139     For over 100 years, cars have improved increm...
Name: Review, Length: 140, dtype: object","Invalid json output: {
    ""name"": ""ReviewStruct"",
    ""arguments"": {
        ""date"": [""08/30/18"", ""07/04/18"", ""06/21/18"", ""04/07/18"", ""12/30/17"", ...],
        ""vehicleModel"": [""2018 Tesla Model X SUV 75D 4dr SUV AWD (electric)"", ""2018 Tesla Model X SUV 100D 4dr SUV AWD (electric)"", ...],
        ""customerRating"": [5.0, 4.0, 5.0, 4.0, 5.0, ...],
        ""reviewSummary"": [""Model X is unique."", ""A lot of the existing reviews online, including..."", ...],
        ""technicalPros"": [], 
        ""otherPros"": [], 
        ""technicalIssues"": [], 
        ""otherIssues"": [], 
        ""serviceExperience"": null,
        ""overallExperience"": null
    }
}",False
tesla,https://www.trustpilot.com/review/tesla.com?page=13,"Very experience in EUROPE service…Very bad experience in EUROPE service work!!!Vienna or Praque the worst services.Date of experience: November 16, 2021","{'date_of_review': '2021-11-16', 'vehicle_model': '', 'customer_rating': 'terrible', 'review_summary': 'Very bad experience in EUROPE service work!!!Vienna or Praque the worst services.', 'technical_pros': [], 'other_pros': [], 'technical_issues': [], 'other_issues': ['Poor service experience'], 'service_experience': 'poor', 'overall_experience': 'terrible'}",True
